ANO,MES,COD_MUNICIPIO,NOME_MUNICIPIO,CD_ORGAO,NOME_ORGAO,CD_RECEBIMENTO,CD_ORGAO_ORCAMENTARIO,NOME_ORGAO_ORCAMENTARIO,CD_UNIDADE_ORCAMENTARIA,NOME_UNIDADE,TP_UNIDADE,CD_FUNCAO,DS_FUNCAO,CD_SUBFUNCAO,DS_SUBFUNCAO,CD_PROGRAMA,DS_PROGRAMA,CD_PROJETO,NM_PROJETO,CD_ELEMENTO,CD_RECURSO,NM_RECURSO,VL_DOTACAO_INICIAL,VL_ATUALIZACAO_MONETARIA,VL_CREDITOS_SUPLEMENTARES,VL_CREDITOS_ESPECIAIS,VL_CREDITOS_EXTRAORDINARIOS,VL_REDUCAO_DOTACAO,VL_SUPLEMENTACAO_RECURSO,VL_REDUCAO_RECURSO,VL_EMPENHADO,VL_LIQUIDADO,VL_PAGO,VL_LIMITADO,VL_RECOMPOSICAO,VL_PREVISAO_EXECUCAO
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,4,ADMINISTRAÇÃO,122,ADMINISTRAÇÃO GERAL,179,GESTÃO DE PESSOAS,2847,PROGRAMA DE ATENÇÃO À SAÚDE DO SERVIDOR - DEMHAB,3.3.90.39,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,434054.00,0.00,61576.32,0.00,0.00,0.00,102.25,8000.00,487732.57,442595.41,442595.41,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,4,ADMINISTRAÇÃO,122,ADMINISTRAÇÃO GERAL,179,GESTÃO DE PESSOAS,2847,PROGRAMA DE ATENÇÃO À SAÚDE DO SERVIDOR - DEMHAB,3.3.90.92,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,0.00,0.00,0.00,0.00,0.00,0.00,8000.00,102.25,7257.94,7257.94,7257.94,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,4,ADMINISTRAÇÃO,128,FORMAÇÃO DE RECURSOS HUMANOS,179,GESTÃO DE PESSOAS,4133,GESTÃO DE RECURSOS HUMANOS - DEMHAB,3.3.90.39,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,20000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,178,"GESTÃO DE PROCESSOS, TECNOLOGIA E TRANSPARÊNCIA",2587,ADMINISTRAÇÃO GERAL - DEMHAB,3.3.50.41,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,178,"GESTÃO DE PROCESSOS, TECNOLOGIA E TRANSPARÊNCIA",2587,ADMINISTRAÇÃO GERAL - DEMHAB,3.3.90.14,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,5000.00,0.00,0.00,0.00,0.00,0.00,0.00,5000.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,178,"GESTÃO DE PROCESSOS, TECNOLOGIA E TRANSPARÊNCIA",2587,ADMINISTRAÇÃO GERAL - DEMHAB,3.3.90.30,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5326.20,5326.20,5326.20,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,178,"GESTÃO DE PROCESSOS, TECNOLOGIA E TRANSPARÊNCIA",2587,ADMINISTRAÇÃO GERAL - DEMHAB,3.3.90.30,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,74725.00,0.00,10726.60,0.00,0.00,0.00,0.00,0.00,23781.93,23081.58,22313.71,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,178,"GESTÃO DE PROCESSOS, TECNOLOGIA E TRANSPARÊNCIA",2587,ADMINISTRAÇÃO GERAL - DEMHAB,3.3.90.33,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,15000.00,0.00,0.00,0.00,0.00,0.00,0.00,15000.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,178,"GESTÃO DE PROCESSOS, TECNOLOGIA E TRANSPARÊNCIA",2587,ADMINISTRAÇÃO GERAL - DEMHAB,3.3.90.37,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,384036.00,0.00,36752.70,0.00,0.00,0.00,0.00,49161.00,309147.03,224843.83,224843.83,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,178,"GESTÃO DE PROCESSOS, TECNOLOGIA E TRANSPARÊNCIA",2587,ADMINISTRAÇÃO GERAL - DEMHAB,3.3.90.39,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,1504206.00,0.00,0.00,0.00,0.00,0.00,75161.00,86017.02,1320285.17,1128987.22,1090275.90,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,178,"GESTÃO DE PROCESSOS, TECNOLOGIA E TRANSPARÊNCIA",2587,ADMINISTRAÇÃO GERAL - DEMHAB,3.3.90.39,400,RECURSO LIVRE - ADMINISTRAÇÃO INDIRETA,74725.00,0.00,20000.00,0.00,0.00,0.00,0.00,0.00,74725.00,50247.12,50247.12,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,178,"GESTÃO DE PROCESSOS, TECNOLOGIA E TRANSPARÊNCIA",2587,ADMINISTRAÇÃO GERAL - DEMHAB,3.3.90.40,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,0.00,0.00,0.00,0.00,0.00,0.00,50000.00,6000.00,36586.38,26792.60,21918.91,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,178,"GESTÃO DE PROCESSOS, TECNOLOGIA E TRANSPARÊNCIA",2587,ADMINISTRAÇÃO GERAL - DEMHAB,3.3.90.92,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,0.00,0.00,0.00,0.00,0.00,0.00,36017.02,0.00,34909.32,34909.32,34909.32,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,178,"GESTÃO DE PROCESSOS, TECNOLOGIA E TRANSPARÊNCIA",2587,ADMINISTRAÇÃO GERAL - DEMHAB,3.3.91.39,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,15000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,178,"GESTÃO DE PROCESSOS, TECNOLOGIA E TRANSPARÊNCIA",2587,ADMINISTRAÇÃO GERAL - DEMHAB,3.3.91.92,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,178,"GESTÃO DE PROCESSOS, TECNOLOGIA E TRANSPARÊNCIA",2587,ADMINISTRAÇÃO GERAL - DEMHAB,3.3.91.93,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,400000.00,0.00,520061.72,0.00,0.00,0.00,0.00,0.00,920061.72,920061.72,843389.91,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,178,"GESTÃO DE PROCESSOS, TECNOLOGIA E TRANSPARÊNCIA",2587,ADMINISTRAÇÃO GERAL - DEMHAB,4.4.90.52,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,178,"GESTÃO DE PROCESSOS, TECNOLOGIA E TRANSPARÊNCIA",2587,ADMINISTRAÇÃO GERAL - DEMHAB,4.4.90.52,400,RECURSO LIVRE - ADMINISTRAÇÃO INDIRETA,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4720.00,4720.00,4720.00,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,3,FUNDO MUNICIPAL DE HABITAÇÃO E INTERESSE SOCIAL - FMHIS,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,178,"GESTÃO DE PROCESSOS, TECNOLOGIA E TRANSPARÊNCIA",2788,ADMINISTRAÇÃO GERAL - FMHIS,3.3.50.41,7903,RECURSOS FUNDO MUNICIPAL DE HABITAÇÃO DE INTERESSE SOCIAL,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,3,FUNDO MUNICIPAL DE HABITAÇÃO E INTERESSE SOCIAL - FMHIS,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,178,"GESTÃO DE PROCESSOS, TECNOLOGIA E TRANSPARÊNCIA",2788,ADMINISTRAÇÃO GERAL - FMHIS,3.3.50.43,7903,RECURSOS FUNDO MUNICIPAL DE HABITAÇÃO DE INTERESSE SOCIAL,0.00,0.00,39805.51,0.00,0.00,0.00,2.00,0.00,18641.90,18641.90,0.00,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,3,FUNDO MUNICIPAL DE HABITAÇÃO E INTERESSE SOCIAL - FMHIS,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,178,"GESTÃO DE PROCESSOS, TECNOLOGIA E TRANSPARÊNCIA",2788,ADMINISTRAÇÃO GERAL - FMHIS,3.3.90.39,7903,RECURSOS FUNDO MUNICIPAL DE HABITAÇÃO DE INTERESSE SOCIAL,84000.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,54360.00,38744.00,38684.00,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,3,FUNDO MUNICIPAL DE HABITAÇÃO E INTERESSE SOCIAL - FMHIS,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,178,"GESTÃO DE PROCESSOS, TECNOLOGIA E TRANSPARÊNCIA",2788,ADMINISTRAÇÃO GERAL - FMHIS,3.3.90.93,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,12900.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,3,FUNDO MUNICIPAL DE HABITAÇÃO E INTERESSE SOCIAL - FMHIS,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,178,"GESTÃO DE PROCESSOS, TECNOLOGIA E TRANSPARÊNCIA",2788,ADMINISTRAÇÃO GERAL - FMHIS,3.3.90.93,7903,RECURSOS FUNDO MUNICIPAL DE HABITAÇÃO DE INTERESSE SOCIAL,28937.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,179,GESTÃO DE PESSOAS,2870,VALE-TRANSPORTE,3.1.90.08,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,0.00,0.00,0.00,0.00,0.00,0.00,80000.00,80000.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,179,GESTÃO DE PESSOAS,2870,VALE-TRANSPORTE,3.1.90.11,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,14485319.00,0.00,420000.00,0.00,0.00,0.00,166815.20,27479.01,15039537.33,15039537.33,15039537.33,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,179,GESTÃO DE PESSOAS,2870,VALE-TRANSPORTE,3.1.90.11,400,RECURSO LIVRE - ADMINISTRAÇÃO INDIRETA,0.00,0.00,537798.90,0.00,0.00,0.00,4.00,1.00,537338.04,537338.04,537338.04,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,179,GESTÃO DE PESSOAS,2870,VALE-TRANSPORTE,3.1.90.16,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,580645.00,0.00,0.00,0.00,0.00,0.00,0.00,47805.00,506623.03,506623.03,506623.03,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,179,GESTÃO DE PESSOAS,2870,VALE-TRANSPORTE,3.1.90.92,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,60623.00,0.00,0.00,0.00,0.00,0.00,125255.02,0.00,184309.40,184309.40,184309.40,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,179,GESTÃO DE PESSOAS,2870,VALE-TRANSPORTE,3.1.90.94,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,162039.00,0.00,0.00,0.00,0.00,0.00,0.00,42975.01,104151.72,104151.72,104151.72,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,179,GESTÃO DE PESSOAS,2870,VALE-TRANSPORTE,3.1.90.96,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,469550.00,0.00,9454.13,0.00,0.00,0.00,0.00,173814.20,305189.93,305189.93,305189.93,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,179,GESTÃO DE PESSOAS,2870,VALE-TRANSPORTE,3.3.90.08,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,0.00,0.00,0.00,0.00,0.00,0.00,11361.76,0.00,10385.28,10385.28,10385.28,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,179,GESTÃO DE PESSOAS,2870,VALE-TRANSPORTE,3.3.90.09,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,0.00,0.00,0.00,0.00,0.00,0.00,865.44,865.44,0.00,0.00,0.00,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,179,GESTÃO DE PESSOAS,2870,VALE-TRANSPORTE,3.3.90.36,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,4334.00,0.00,0.00,0.00,0.00,0.00,240302.05,0.00,239272.58,239272.58,239272.58,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,179,GESTÃO DE PESSOAS,2870,VALE-TRANSPORTE,3.3.90.39,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,710750.00,0.00,0.00,0.00,0.00,0.00,0.00,53499.37,379176.50,299297.94,299297.94,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,179,GESTÃO DE PESSOAS,2870,VALE-TRANSPORTE,3.3.90.46,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,1831097.00,0.00,0.00,0.00,0.00,0.00,0.00,212164.44,1320354.39,1320354.39,1320354.39,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,179,GESTÃO DE PESSOAS,2870,VALE-TRANSPORTE,3.3.90.49,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,25818.00,0.00,0.00,0.00,0.00,0.00,14000.00,0.00,38132.00,38132.00,38132.00,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,180,GESTÃO FISCAL,2540,REDUÇÃO DE INADIMPLÊNCIA,3.3.90.35,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,6242.00,0.00,0.00,0.00,0.00,0.00,0.00,542.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,180,GESTÃO FISCAL,2540,REDUÇÃO DE INADIMPLÊNCIA,3.3.90.39,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,61113.00,0.00,0.00,0.00,0.00,0.00,10627.00,13000.00,46171.60,44055.00,44055.00,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,180,GESTÃO FISCAL,2540,REDUÇÃO DE INADIMPLÊNCIA,3.3.90.40,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,271870.00,0.00,0.00,0.00,0.00,0.00,6299.78,16227.00,261449.25,240417.54,240417.54,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,122,ADMINISTRAÇÃO GERAL,180,GESTÃO FISCAL,2540,REDUÇÃO DE INADIMPLÊNCIA,3.3.90.92,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,1000.00,0.00,0.00,0.00,0.00,0.00,18600.00,5757.78,13842.22,13842.22,13842.22,0.00,0.00,0.00
2020,12,149,PORTO ALEGRE,54909,DEP. MUNICIPAL DE HABITAÇÃO - PORTO ALEGRE,236374,31,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,1,DEPARTAMENTO MUNICIPAL DE HABITAÇÃO,ATE,16,HABITAÇÃO,126,TECNOLOGIA DA INFORMAÇÃO,178,"GESTÃO DE PROCESSOS, TECNOLOGIA E TRANSPARÊNCIA",2872,PROCESSAMENTO DE DADOS,3.3.90.40,1,RECURSO LIVRE - ADMINISTRAÇÃO DIRETA,832562.00,0.00,0.00,0.00,0.00,0.00,56358.69,164698.86,426897.07,294486.91,294486.91,0.00,0.00,0.00
